sk_local;de_regiao;sg_uf;de_estado;nm_municipio;nm_bairro;nm_logradouro;nu_logradouro;cd_cep;vl_latitude;vl_longitude
7046;;;;;;;;;-23,2000805;-47,293538
7047;Região Sudeste;MG;Minas Gerais;UBERABA;JARDIM MARACANA;RUA ADAIL GOMES FERREIRA;891;38041006;-19,7835068;-47,9286044
7048;Região Centro-Oeste;MT;Mato Grosso;JUARA;CENTRO;RUA VILMO PEAGUDO;45;78575000;-11,2498785;-57,5134486
7049;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;SAMAMBAIA NORTE SAMAMBAIA;QS 410 CONJUNTO F;;72320526;-15,8621585;-48,0776569
7050;Região Sul;PR;Paraná;CURITIBA;PRADO VELHO;RUA GUABIROTUBA;30;80215200;-25,4489453;-49,257107
7051;Região Sul;RS;Rio Grande do Sul;CAPAO DA CANOA;CENTRO;AVENIDA PARAGUASSU;2280;95555000;-29,761382;-50,018902
7052;Região Norte;AM;Amazonas;MANAUS;GILBERTO MESTRINHO;RUA BAIA DE SAO MARCOS REINO II;1;69086127;-3,1190275;-60,0217314
7053;Região Nordeste;CE;Ceará;ASSARE;CENTRO;RUA MARECHAL DEODORO;95;63140000;-6,8752237;-39,8715872
7054;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;SANTA MARIA;QR 310 CONJUNTO P;;72510516;-15,801519;-47,860297
7055;Região Sudeste;SP;São Paulo;SANTO ANDRE;VILA GUARACIABA;AVENIDA QUEIROS FILHO;3117;09121587;-23,6905914;-46,497707
7056;Região Nordeste;PB;Paraíba;JOAO PESSOA;CENTRO;RUA BARAO DO HABIAY;80;58013080;-7,1180217;-34,882285
7057;Região Centro-Oeste;GO;Goiás;LUZIANIA;PARQUE INDUSTRIAL MINGONE;AVENIDA 3;;72855162;-16,2349588;-47,9256689
7058;Região Nordeste;BA;Bahia;FEIRA DE SANTANA;BRASILIA;RUA SENADOR QUINTINO;2678;44089006;-12,2803313;-38,9490638
7059;Região Sul;RS;Rio Grande do Sul;FLORES DA CUNHA;TRAVESSAO RONDELLI;AVENIDA 25 DE JULHO;5;95270000;-29,0156432;-51,1813206
7060;Região Centro-Oeste;MS;Mato Grosso do Sul;NAVIRAI;CENTRO;RUA WEIMAR GONCALVES TORRES;927;79950971;-23,0646379;-54,1922544
7061;Região Sudeste;SP;São Paulo;IACANGA;ZONA RURAL;RODOVIA CESARIO JOSE DE CASTILHO;;17180000;-21,8909167;-49,0185403
7062;Região Sudeste;SP;São Paulo;QUATA;VILA MARGARIDA DA CRUZ;AVENIDA HEITOR RODRIGUES MAIA;434;19780000;-22,2567952;-50,6932967
7063;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;BARREIRO;RUA SAO PAULO DA CRUZ;245;30642060;-19,9810651;-44,0132674
7064;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;CEILANDIA;QNM 8 CONJUNTO P;;72220080;-15,801519;-47,860297
7065;Região Sul;SC;Santa Catarina;JOINVILLE;CENTRO;RUA DOUTOR MARINHO LOBO;38;89201020;-26,3047437;-48,8449376
7066;Região Norte;RO;Rondônia;PORTO VELHO;NOSSA SENHORA DAS GRACAS;RUA SALGADO FILHO;1617;76804118;-8,7638832;-63,8933018
7067;Região Nordeste;PB;Paraíba;SANTA RITA;CENTRO;PRACA ANTENOR NAVARRO;141;58300010;-7,1236452;-34,9811043
7068;Região Sudeste;SP;São Paulo;SAO PAULO;IPIRANGA;AVENIDA DOUTOR RICARDO JAFET;406;04260000;-23,5803625;-46,6132763
7069;Região Sudeste;SP;São Paulo;CARAPICUIBA;ALTOS DA SANTA LUCIA;ESTRADA DO JACARANDA;1791;06361400;-23,5500557;-46,8442588
7070;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM CONSORCIO;RUA PASCOAL DA RIBEIRA;340;04437090;-23,6740545;-46,6745389
7071;Região Sul;RS;Rio Grande do Sul;FARROUPILHA;CENTRO;RUA 13 DE MAIO;713;95180000;-29,2230856;-51,3585304
7072;Região Centro-Oeste;MS;Mato Grosso do Sul;TRES LAGOAS;CENTRO;AVENIDA DOUTOR ELOY CHAVES;164;79602002;-20,7918314;-51,7052611
7073;Região Sul;PR;Paraná;CURITIBA;BARREIRINHA;AVENIDA ANITA GARIBALDI;3368;82220005;-25,3836531;-49,2615121
7074;Região Sudeste;MG;Minas Gerais;LAGOA SANTA;RECANTO DA LAGOA;AVENIDA GETULIO VARGAS;2486;33400000;-19,6435684;-43,9013276
7075;Região Nordeste;BA;Bahia;FEIRA DE SANTANA;CENTRO;RUA DESEMB FILINTO BASTOS;112;44050024;-12,2577589;-38,9689024
7076;Região Centro-Oeste;GO;Goiás;SERRANOPOLIS;;AVENIDA ROMAO;SN;75820000;-18,3062644;-51,9546715
7077;Região Sudeste;ES;Espírito Santo;CARIACICA;CAMPO GRANDE;AVENIDA EXPEDITO GARCIA;120;29146200;-20,3433912;-40,3865346
7078;Região Nordeste;PE;Pernambuco;LIMOEIRO;CENTRO;AVENIDA SANTO ANTONIO;92;55700000;-7,8788882;-35,453665
7079;Região Norte;AM;Amazonas;TEFE;MUTIRAO;RUA TAMUANA;1593;69470000;-3,3207288;-64,7235833
7080;Região Nordeste;SE;Sergipe;ITABAIANA;CENTRO;AVENIDA WALTER FRANCO;251;49500000;-10,6840263;-37,4340093
7081;Região Nordeste;PE;Pernambuco;PAULISTA;MARANGUAPE I;RUA 126;59;53437530;-7,9564599;-34,8570418
7082;Região Sul;RS;Rio Grande do Sul;OSORIO;CENTRO;AVENIDA IDELFONSO SIMOES LOPES;1840;95520000;-29,9016844;-50,2648524
7083;Região Sudeste;MG;Minas Gerais;NANUQUE;CENTRO;RUA CAMPANARIO;998;39860000;-17,8436491;-40,3449709
7084;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;CENTRO;RUA ESPIRITO SANTO;1059;30160031;-19,9240358;-43,9384257
7085;Região Sudeste;SP;São Paulo;SUMARE;PARQUE RESIDENCIAL CASARAO;RUA VISCONDE DE TAUNAY;197;13171815;-22,8216149;-47,2664362
7086;Região Sul;PR;Paraná;ATALAIA;ZONA RURAL;ESTRADA CAICARA;289;87630000;-23,1157079;-52,0851258
7087;Região Sudeste;SP;São Paulo;SAO PAULO;PARQUE COLONIAL;AVENIDA FRANCISCO TAQUES;43;03968070;-23,6033768;-46,4721312
7088;Região Sudeste;SP;São Paulo;UBATUBA;JD TROPICAL;RUA DOIS;38;11680000;-23,4196919;-45,0682047
7089;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;OLARIA;RUA DOUTOR NUNES;82;21021370;-22,8449062;-43,2668058
7090;Região Sul;RS;Rio Grande do Sul;PALMEIRA DAS MISSOES;;RUA PORTO ALEGRE;SN;98300000;-27,9147291;-53,315205
7091;Região Sul;PR;Paraná;CASCAVEL;SAO CRISTOVAO;RUA PAULISTA;191;85816000;-24,9439427;-53,4350695
7092;Região Nordeste;BA;Bahia;SALVADOR;BARRA;RUA AFONSO CELSO;225;40140080;-13,0086347;-38,5300879
7093;Região Sudeste;SP;São Paulo;JUNDIAI;CASTANHO;ESTRADA MUNICIPAL DO CASTANHO;3951;13212390;-23,1857076;-46,8978057
7094;Região Sul;RS;Rio Grande do Sul;SOLEDADE;CENTRO;AVENIDA MARECHAL FLORIANO PEIXOTO;909;99300000;-28,8375043;-52,5129725
7095;Região Sul;PR;Paraná;COLOMBO;RIO VERDE;AVENIDA ARGENTINA;1657;83405420;-25,3736086;-49,1952627
7096;Região Sudeste;MG;Minas Gerais;JUIZ DE FORA;LINHARES;RUA ANGELO BIGI;163;36060620;-21,7339497;-43,3255033
7097;Região Sudeste;RJ;Rio de Janeiro;NITEROI;ICARAI;RUA GAVIAO PEIXOTO;59;24230090;-22,9017772;-43,1120442
7098;Região Nordeste;PI;Piauí;TERESINA;ITARARE;QUADRA DIRCEU ARCOVERDE I;20;64077180;-5,0909598;-42,8044937
7099;Região Sudeste;SP;São Paulo;BAURU;CENTRO;RUA BATISTA DE CARVALHO;;17053460;-22,3228863;-49,074676
7100;Região Sul;PR;Paraná;UNIAO DA VITORIA;CENTRO;RUA IPIRANGA;91;84600000;-26,2287387;-51,0869264
7101;Região Nordeste;PI;Piauí;TERESINA;CENTRO;RUA DAVID CALDAS;353;64000190;-5,088479;-42,8143091
7102;Região Sul;SC;Santa Catarina;FLORIANOPOLIS;TRINDADE;RUA PROFESSORA ENOE SCHUTEL;48;88036280;-27,5882364;-48,5225312
7103;Região Sudeste;MG;Minas Gerais;ARCEBURGO;CENTRO;RUA PRESIDENTE VARGAS;336;37820000;-21,3645954;-46,9397083
7104;Região Sudeste;SP;São Paulo;RIO DAS PEDRAS;JARDIM SANTO ANTONI;RUA TRES;85;13390000;-22,8297791;-47,5950236
7105;Região Sudeste;SP;São Paulo;SAO PAULO;VILA BERTIOGA;RUA DO ACRE;163;03181100;-23,5600348;-46,5838554
7106;Região Norte;RO;Rondônia;PIMENTA BUENO;CENTRO;AVENIDA MARECHAL RONDON;1580;76970000;-11,6804724;-61,186909
7107;Região Sudeste;MG;Minas Gerais;TUPACIGUARA;CENTRO;RUA FLORIANO PEIXOTO;167;38430000;-18,5950456;-48,6930805
7108;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;SANTA INES;RUA CONCEICAO DO PARA;480;31080020;-19,891163;-43,9126056
7109;Região Sudeste;SP;São Paulo;SAO PAULO;SANTANA;RUA DOUTOR ZUQUIM;1322;08210040;-23,4937501;-46,6229037
7110;Região Sul;RS;Rio Grande do Sul;IGREJINHA;FIGUEIRA;RUA CASTRO ALVES;68;95650000;-29,5603115;-50,7933839
7111;Região Sudeste;SP;São Paulo;UBATUBA;PEREQUE ACU;AVENIDA GOVERNADOR ABREU SODRE;1185;11680000;-23,4185859;-45,0601113
7112;Região Sul;PR;Paraná;ARAPONGAS;;RODOVIA ARAPONGAS ASTORGA;;86700000;-23,4157731;-51,4264048
7113;Região Nordeste;BA;Bahia;SALVADOR;CAMINHO DAS ARVORES;AVENIDA TANCREDO NEVES;1283;41820020;-12,9813056;-38,4551499
7114;Região Sul;RS;Rio Grande do Sul;SAO LUIZ GONZAGA;CENTRO;RUA SENADOR PINHEIRO;2841;97800000;-28,4126471;-54,9289375
7115;Região Sudeste;RJ;Rio de Janeiro;VOLTA REDONDA;ATERRADO;AVENIDA OSCAR DE ALMEIDA GAMA;145;27213260;-22,5068664;-44,0913301
7116;Região Sudeste;SP;São Paulo;SAO PAULO;VILA MONTE ALEGRE;RUA MAJOR FREIRE;415;04304110;-23,6279503;-46,6368149
7117;Região Sul;RS;Rio Grande do Sul;CANOAS;CENTRO;AVENIDA GUILHERME SCHELL;10160;92420000;-29,917088;-51,1828552
7118;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;SAO CRISTOVAO;RUA GENERAL ARGOLO;32;20921392;-22,898027;-43,2239773
7119;Região Nordeste;BA;Bahia;DIAS D AVILA;CENTRO;RUA PADRE CAMILO TORREND;432;42850000;-12,6077507;-38,301198
7120;Região Sul;PR;Paraná;TERRA RICA;CENTRO;AVENIDA SAO PAULO;1122;87890000;-22,7248986;-52,6203238
7121;Região Nordeste;BA;Bahia;SALVADOR;SE;RUA VIRGILIO DAMASIO;4;40020020;-12,9722184;-38,5014136
7122;Região Sul;SC;Santa Catarina;SAO MIGUEL DO OESTE;SANTA RITA;RODOVIA SC 386;SN;89900000;-26,7260083;-53,52177
7123;Região Sudeste;SP;São Paulo;CAFELANDIA;NOVA PROMISSAO;FAZENDA ARARIBA;SN;16500000;-21,8031143;-49,6099581
7124;Região Sudeste;SP;São Paulo;AMERICANA;PARQUE PRIMAVERA;AVENIDA AFFONSO PANSAN;605;13473620;-22,7241719;-47,293767
7125;Região Sul;PR;Paraná;CURITIBA;CENTRO;PRACA GENERAL OSORIO;367;80020010;-25,4329922;-49,2767172
7126;Região Sudeste;SP;São Paulo;TAUBATE;AGUA QUENTE;RUA MARQUES DE RABICO;292;12071640;-23,0082503;-45,5297537
7127;Região Sul;PR;Paraná;PONTA GROSSA;RESIDENCIAL VERONA;RUA FARID KALL HAFIZ;187;84032455;-25,0993621;-50,1584514
7128;Região Nordeste;PE;Pernambuco;GOIANA;PONTAS DE PEDRA;LOTEAMENTO PORTO DO SOL;18;55900000;-16,6281922;-49,3118744
7129;Região Sudeste;MG;Minas Gerais;MARIANA;SAO CRISTOVAO;RUA DAS ROSAS;545B;35420000;-20,3585059;-43,4211295
7130;Região Nordeste;PE;Pernambuco;JABOATAO DOS GUARARAPES;DOIS CARNEIROS;AVENIDA BELEM DE JUDA TRECHO INICIAL RECIFE;270;54290000;-8,1693806;-34,9370588
7131;Região Nordeste;PE;Pernambuco;RECIFE;BOA VIAGEM;AVENIDA VISCONDE DE JEQUITINHONHA;626;51021190;-8,127131;-34,9036125
7132;Região Sul;PR;Paraná;PINHAIS;JARDIM CLAUDIA;RUA GRAUNA;290;83326390;-25,4020123;-49,1768074
7133;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM VILA RICA;RUA HARMONIA;1;02366210;-23,557479;-46,6864087
7134;Região Nordeste;MA;Maranhão;CAXIAS;PONTE;AVENIDA DA INDEPENDENCIA;1340;65609300;-4,8760072;-43,3650547
7135;Região Nordeste;BA;Bahia;SALVADOR;BARBALHO;RUA ROCHA LEAL;31;40301240;-12,9671971;-38,499196
7136;Região Sudeste;SP;São Paulo;SAO PAULO;CONJUNTO HABITACIONAL TEOTONIO VILELA;RUA FELICE TOSI;125;03928180;-23,6068471;-46,5039044
7137;Região Nordeste;AL;Alagoas;SAO LUIS DO QUITUNDE;CENTRO;RUA ALUIZIO BRANCO BEZERRA;32;57920000;-9,3180404;-35,5639406
7138;Região Sudeste;SP;São Paulo;TANABI;RURAL;SITIO LAGEADO;SN;15170000;-20,6286479;-49,6546435
7139;Região Sudeste;SP;São Paulo;RUBIACEA;JANGADINHA;ESTRADA MUNICIPAL RUBIACEA AO BAIRRO JANGADINHA;;16750000;-21,3010384;-50,7300362
7140;Região Sudeste;SP;São Paulo;ALTINOPOLIS;ZONA RURAL;SITIO SAO GERALDO;SN;14350000;-21,0227981;-47,3742385
7141;Região Sudeste;SP;São Paulo;IEPE;AGUA DA VALA;SITIO SAO SEBASTIAO;SN;19640000;-22,6606401;-51,0783604
7142;Região Sudeste;SP;São Paulo;MAUA;CENTRO;RUA ALMIRANTE TAMANDARE;87;09310350;-23,6668851;-46,4527309
7143;Região Sudeste;SP;São Paulo;ESTRELA D OESTE;CENTRO;SITIO TRES IRMAOS II;SN;15650000;-20,2866742;-50,400972
7144;Região Sul;RS;Rio Grande do Sul;NOVO HAMBURGO;OURO BRANCO;RUA LUIZ DE BRITO;90;93415070;-29,7061915;-51,1307695
7145;Região Sudeste;SP;São Paulo;GUARULHOS;VILA FLORIDA;RUA JUQUITIBA;30A;07196040;-23,4548428;-46,5120973
7146;Região Sudeste;SP;São Paulo;LOUVEIRA;LEITOES;RUA SILVERIO FINAMORE;1000;13290000;-23,0926579;-46,9487659
7147;Região Sudeste;SP;São Paulo;MOGI DAS CRUZES;BRAS CUBAS;AVENIDA FRANCISCO FERREIRA LOPES;2789;08740000;-23,5381435;-46,2252441
7148;Região Sul;RS;Rio Grande do Sul;PELOTAS;CENTRO;RUA MARECHAL DEODORO;405;96020220;-31,772951;-52,3468868
7149;Região Centro-Oeste;GO;Goiás;GOIANIA;SETOR CENTRO OESTE;RUA P 025;SN;74550010;-16,6440841;-49,2888522
7150;Região Sudeste;MG;Minas Gerais;MURIAE;DORNELAS;AVENIDA DANTE BRUNO;;36880000;-21,1295184;-42,3900074
7151;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM SAO JOSE;RUA ALVARO RODRIGUES DO PRADO;8;05869180;-23,6772644;-46,7700343
7152;Região Centro-Oeste;MS;Mato Grosso do Sul;TRES LAGOAS;DISTRITO INDUSTRIAL;AVENIDA MUNICIPAL;SN;79610200;-20,7881689;-51,7030483
7153;Região Sul;RS;Rio Grande do Sul;SAO MARCOS;CENTRO;RUA DOMINGOS GARBIN;131;95190000;-28,9712129;-51,0566546
7154;Região Centro-Oeste;MS;Mato Grosso do Sul;RIO BRILHANTE;CENTRO;RUA SIDNEY COELHO NOGUEIRA;782;79130000;-21,8053637;-54,5394155
7155;Região Norte;AP;Amapá;LARANJAL DO JARI;CENTRO;RUA GOIAS;1148;68920000;-0,8323593;-52,4103959
7156;Região Sudeste;RJ;Rio de Janeiro;SAO JOAO DE MERITI;JARDIM MERITI;AVENIDA PRESIDENTE LINCOLN;120;25555201;-22,7812461;-43,3741819
7157;Região Sudeste;SP;São Paulo;GENERAL SALGADO;ZONA RURAL;FAZENDA PINGO DE OURO;SN;15300000;-20,6445174;-50,3637524
7158;Região Sul;SC;Santa Catarina;CACADOR;CENTRO;RUA CONSELHEIRO MAFRA;635;89500000;-26,7744532;-51,008888
7159;Região Sudeste;MG;Minas Gerais;TIRADENTES;CEZAR DE PINA;AVENIDA PRESIDENTE CASTELO BRANCO;743;36325000;-21,1113076;-44,1685087
7160;Região Sudeste;SP;São Paulo;SOROCABA;PARQUE CAMPOLIM;RUA AUGUSTO LIPPEL;1812;18048130;-23,5062288;-47,4559099
7161;Região Norte;AM;Amazonas;MANAUS;SAO JORGE;RUA SAO CRISTOVAO;200;69033420;-3,1118348;-60,0335759
7162;Região Sul;RS;Rio Grande do Sul;PIRATINI;CENTRO;AVENIDA SEIS DE JULHO;22;96490000;-31,4490107;-53,1068147
7163;Região Sudeste;SP;São Paulo;SAO VICENTE;PARQUE SAO VICENTE;AVENIDA GALEAO COUTINHO;1167;11365000;-23,9412992;-46,393133
7164;Região Sul;RS;Rio Grande do Sul;SAO SEBASTIAO DO CAI;;RUA MARECHAL FLORIANO PEIXOTO;455;95760000;-29,5896506;-51,3760843
7165;Região Norte;PA;Pará;BELEM;REDUTO;AVENIDA VISCONDE DE SOUZA FRANCO;776;66053000;-1,4463359;-48,4898232
7166;Região Centro-Oeste;GO;Goiás;GOIANIRA;DELTA;RUA 8;;75370000;-16,5056342;-49,4202072
7167;Região Norte;PA;Pará;SANTAREM;SANTA CLARA;AVENIDA BARTOLOMEU DE GUSMAO;558;68005400;-2,4314958;-54,7180153
7168;Região Sul;PR;Paraná;QUEDAS DO IGUACU;BOM PASTOR;RUA ROMEIRA;SN;85460000;-25,4451039;-52,9144584
7169;Região Centro-Oeste;MT;Mato Grosso;CUIABA;CENTRO SUL;PRACA MOREIRA CABRAL;48;78020010;-15,6002001;-56,1016556
7170;Região Norte;RO;Rondônia;PIMENTA BUENO;CENTRO;RUA JOSE BONIFACIO;92;76970000;-11,6874291;-61,171546
7171;Região Sudeste;MG;Minas Gerais;SAO JOAO NEPOMUCENO;CENTRO;RUA ALCEBIADES VALENTE;2;36680000;-21,5370107;-43,0145334
7172;Região Sudeste;MG;Minas Gerais;GOVERNADOR VALADARES;CENTRO;RUA MARECHAL FLORIANO;1328;35010141;-18,8602872;-41,9485925
7173;Região Nordeste;BA;Bahia;CAMACARI;CENTRO;RUA CASTRO ALVES;34;42800430;-12,7031136;-38,3220425
7174;Região Sul;RS;Rio Grande do Sul;CAXIAS DO SUL;JARDIM DAS HORTENCIAS;RUA VELOCINO RODRIGUES;71;95058430;-29,1356148;-51,1176605
7175;Região Sudeste;SP;São Paulo;SAO PAULO;PIRITUBA;RUA PEDRA DO BAU;36;02931010;-23,4965536;-46,7085929
7176;Região Nordeste;PB;Paraíba;ESPERANCA;CENTRO;LOCALIDADE MERCADO PUBLICO BOX;12;58135000;-7,0204985;-35,8574436
7177;Região Centro-Oeste;GO;Goiás;GOIANIA;PARQUE AMAZONIA;AVENIDA ALEXANDRE DE MORAIS;1288;74840300;-16,7371863;-49,270998
7178;Região Sudeste;SP;São Paulo;RIO CLARO;CENTRO;AVENIDA 6;142;13500430;-22,4070898;-47,5603901
7179;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;CEILANDIA;QNO 2 CONJUNTO A;;72250201;-15,801519;-47,860297
7180;Região Sudeste;SP;São Paulo;MIRA ESTRELA;CORREGO PADUA DINIZ;RODOVIA GERALDINA BEZERRA DE FREITAS;SN;15580000;-19,9800567;-50,137271
7181;Região Norte;TO;Tocantins;DIANOPOLIS;SETOR SANTA LUZIA;RUA BURITI;6;77300000;-11,7;-46,75
7182;Região Sudeste;MG;Minas Gerais;SANTA EFIGENIA DE MINAS;CENTRO;RUA SANTO ANTONIO LTD;370;39725000;-18,8239425;-42,4392295
7183;Região Nordeste;AL;Alagoas;MARIBONDO;CENTRO;AVENIDA ALAGOAS;36;57670000;-9,5749002;-36,3026768
7184;Região Centro-Oeste;MS;Mato Grosso do Sul;SELVIRIA;CENTRO;RUA VEREADOR JOSE ALEXANDRE TRINDADE;269;79590000;-20,3695809;-51,4191192
7185;Região Centro-Oeste;GO;Goiás;LUZIANIA;JARDIM DO INGA GLEBA B;AVENIDA JORGE LAGE MOURA;;72851010;-16,138918;-47,9493759
7186;Região Sudeste;SP;São Paulo;BRAGANCA PAULISTA;JARDIM MARIA AUGUSTA;RUA EXPEDICIONARIO AMERICO SOARES ACEDO;79;12912260;-22,9465919;-46,5331289
876;Região Sudeste;SP;São Paulo;SAO PAULO;CENTRO;RUA MAJOR QUEDINHO;85;01050030;-23,5487633;-46,6427078
7187;Região Sudeste;MG;Minas Gerais;CARLOS CHAGAS;MAIRINK;RUA BOM JESUS;80;39864000;-17,7061854;-40,765643
7188;Região Sudeste;SP;São Paulo;SANTOS;BOQUEIRAO;RUA OSWALDO CRUZ;319;11045905;-23,9652112;-46,3211
7189;Região Sudeste;SP;São Paulo;TABOAO DA SERRA;PARQUE JACARANDA;RUA DOLORES ROMERO;29;06774170;-23,6078322;-46,7528802
7190;Região Nordeste;BA;Bahia;BARRA;CENTRO;RUA CARDOSO DE OLIVEIRA;84;47100000;-11,0927419;-43,142116
7191;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;LOMBA DO PINHEIRO;RUA RUI BARBOSA;220;91570280;-30,1184007;-51,1003027
7192;Região Sul;SC;Santa Catarina;CRICIUMA;VILA ISABEL;RUA LUIZ CAROLI;219;88817530;-28,6706034;-49,4235009
7193;Região Sul;RS;Rio Grande do Sul;CARAZINHO;;RUA VENANCIO AIRES;566;99500000;-28,2873418;-52,7932611
7194;Região Sul;PR;Paraná;CATANDUVAS;CENTRO;AVENIDA PARANA;SN;85470000;-25,2045869;-53,1536562
7195;Região Sul;RS;Rio Grande do Sul;SANTO ANGELO;BOA ESPERANCA;AVENIDA BRASIL;469;98801590;-28,3006242;-54,2753584
7196;Região Sul;RS;Rio Grande do Sul;ALEGRETE;CENTRO;RUA BARAO DO CERRO LARGO;619;97543110;-29,7862481;-55,7915889
7197;Região Sul;SC;Santa Catarina;CHAPECO;EFAPI;ESTRADA CHAPECO FACH DOS ROSA;SN;89804460;-27,1009343;-52,615699
7198;Região Sul;RS;Rio Grande do Sul;PORTO ALEGRE;RIO BRANCO;RUA VICENTE DA FONTOURA;1470;90640002;-30,0475888;-51,1999029
7199;Região Nordeste;BA;Bahia;ILHEUS;MALHADO;RUA LINDFOLFO COLOR;660;45650780;-14,7864049;-39,0464169
7200;Região Sul;SC;Santa Catarina;PALHOCA;CENTRO;RUA CAPITAO AUGUSTO VIDAL;3610;88131050;-27,651979;-48,6705562
7201;Região Sudeste;MG;Minas Gerais;BELO HORIZONTE;PLANALTO;AVENIDA DOUTOR CRISTIANO GUIMARAES;72;31720300;-19,8223645;-43,952408
7202;Região Sudeste;MG;Minas Gerais;POCOS DE CALDAS;VILA CRUZ;RUA GAMA CRUZ;266;37701411;-21,7823856;-46,5864607
7203;Região Norte;AM;Amazonas;MANAUS;CENTRO;RUA SALDANHA MARINHO;603;69010040;-3,1327545;-60,022961
7204;Região Sudeste;ES;Espírito Santo;VITORIA;JARDIM CAMBURI;AVENIDA JUDITH LEAO CASTELO RIBEIRO;654;29090630;-20,2493455;-40,2689553
7205;Região Sudeste;SP;São Paulo;SAO JOSE DOS CAMPOS;JARDIM SAO DIMAS;AVENIDA HEITOR VILLA LOBOS;1850;12245280;-23,2047602;-45,8887523
7206;Região Sudeste;SP;São Paulo;SANTO ANTONIO DE POSSE;CENTRO;RUA JORGE TIBIRICA;1575;13830970;-22,6050923;-46,9117281
7207;Região Sudeste;SP;São Paulo;SOROCABA;VILA JARDINI;RUA VISCONDE DO RIO BRANCO;1274;18044000;-23,5148305;-47,4743864
7208;Região Sudeste;SP;São Paulo;SAO PAULO;BRASILANDIA;RUA VIRAJUBA;67;02847085;-23,4679043;-46,6890707
7209;Região Sudeste;SP;São Paulo;RIBEIRAO PRETO;BONFIM PAULISTA;RUA DOUTOR PARMENIO RAMOS;385;14030549;-21,2636196;-47,8142624
7210;Região Sudeste;SP;São Paulo;VIRADOURO;;RUA GABRIEL CUSTODIO;955;14740000;-20,8721162;-48,295381
7211;Região Sul;PR;Paraná;IPORA;;ESTRADA URU;SN;87560000;-24,0022976;-53,7085632
7212;Região Sul;PR;Paraná;CURITIBA;UBERABA;AVENIDA SENADOR SALGADO FILHO;4170;81570000;-25,4791366;-49,2254907
7213;Região Sudeste;SP;São Paulo;SAO PAULO;PERDIZES;AVENIDA PROFESSOR ALFONSO BOVERO;800;05019010;-23,5389762;-46,6835292
7214;Região Sul;SC;Santa Catarina;JOINVILLE;GUANABARA;RUA ELEUTERIO MAIA;315;89211595;-26,3278846;-48,8282923
7215;Região Sul;PR;Paraná;RIO NEGRO;SITIO DOS VALERIOS;PASSO DO VALO SITIO DOS VALERIOS;SN;83880000;-26,086847;-49,7798281
7216;Região Sudeste;SP;São Paulo;SAO PAULO;VILA IPOJUCA;RUA PONTA PORA;208;05058000;-23,5285579;-46,7068778
7217;Região Sudeste;SP;São Paulo;SAO PAULO;PINHEIROS;RUA CARDEAL ARCOVERDE;1530;05408001;-23,560385;-46,6863859
7218;Região Centro-Oeste;DF;Distrito Federal;BRASILIA;GAMA;LOCALIDADE AREA ESP;20;70000000;-15,7942287;-47,8821658
7219;Região Sudeste;SP;São Paulo;PENAPOLIS;CENTRO;AVENIDA RUI BARBOSA;524;16300000;-21,4174345;-50,0775221
7220;Região Sudeste;SP;São Paulo;SAO PAULO;JARDIM IGUATEMI;RUA DOIS;31;08473020;-23,5847547;-46,4017557
7221;Região Sudeste;SP;São Paulo;ESPIRITO SANTO DO PINHAL;CENTRO;PRACA RIO BRANCO;13;13990000;-22,195909;-46,745045
7222;Região Sudeste;SP;São Paulo;SAO CAETANO DO SUL;CENTRO;RUA SAO LUIZ;36;09530070;-23,6162237;-46,5686979
7223;Região Sudeste;SP;São Paulo;RIO CLARO;SANTANA;RUA OITO;2329;13506737;-22,3942578;-47,5893617
7224;Região Sudeste;SP;São Paulo;SAO PAULO;VILA BERTIOGA;RUA MOGI MIRIM;128;03187040;-23,5590481;-46,5782949
7225;Região Sudeste;ES;Espírito Santo;VILA VELHA;SANTA MONICA;RUA 12;160;29105320;-20,3475068;-40,3238908
7226;Região Sudeste;RJ;Rio de Janeiro;RIO DE JANEIRO;COPACABANA;AVENIDA SAO DE COPACABANA;1052;21853480;-22,9781328;-43,1909571
7227;Região Sudeste;MG;Minas Gerais;SAO TIAGO;ZONA RURAL;LOCALIDADE SITIO DA MATA;SN;36350000;-20,9110705;-44,5085712
7228;Região Sul;SC;Santa Catarina;ITAJAI;CENTRO;AVENIDA SETE DE SETEMBRO;1921;88301201;-26,9232399;-48,6523305
7229;Região Nordeste;BA;Bahia;ILHEUS;PONTAL;RUA CASSIMIRO COSTA;128;45654530;-14,8099827;-39,0250775
7230;Região Nordeste;CE;Ceará;TABULEIRO DO NORTE;CENTRO;RUA CORONEL PIO GADELHA;4491;62960000;-5,2542941;-38,1247064
