sk_ramo_atividade;cd_cnae;de_ramo;de_divisao;cd_atividade;de_atividade
3723;63;Indústria Digital;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;6311900;DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR CUSTOMIZAVEIS
3257;59;Telecom;"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO; GRAVAÇÃO DE SOM E EDIÇÃO DE MÚSICA";5912001;ATIVIDADES DE POSPRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE
746;47;Varejo;COMÉRCIO VAREJISTA;4782202;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
4699;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2229399;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
4386;58;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;5811500;EDICAO DE CADASTROS, LISTAS E DE OUTROS PRODUTOS GRAFICOS
2410;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330402;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
748;47;Varejo;COMÉRCIO VAREJISTA;4712100;COMERCIO VAREJISTA DE ARTIGOS DE VIAGEM
4491;70;Serviços Profissionais e Técnicos;ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL;7020400;AGENCIAS DE PUBLICIDADE
1262;47;Varejo;COMÉRCIO VAREJISTA;4721104;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES
3823;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5612100;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
4299;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4110700;CONSTRUCAO DE EDIFICIOS
4305;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4120400;CONSTRUCAO DE OBRAS DE ARTE ESPECIAIS
3820;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5611202;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
2012;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4613300;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
740;47;Varejo;COMÉRCIO VAREJISTA;4761003;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
4391;58;Telecom;EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO;5812300;EDICAO DE JORNAIS
750;47;Varejo;COMÉRCIO VAREJISTA;4724500;SERVICO DE PREPARACAO DE TERRENO, CULTIVO E COLHEITA
4463;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2542000;FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO
594;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA DE LIVROS
4177;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5211799;SERRARIAS COM DESDOBRAMENTO DE MADEIRA
4394;53;Transporte;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;5320201;SERVICOS DE ENTREGA RAPIDA
2747;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0210108;PRODUCAO DE CARVAO VEGETAL  FLORESTAS PLANTADAS
2538;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329104;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES
2175;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1412603;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS
752;47;Varejo;COMÉRCIO VAREJISTA;4781400;MANUTENCAO E REPARACAO DE MOTOCICLETAS E MOTONETAS
4187;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5229099;TRANSPORTE AQUAVIARIO PARA PASSEIOS TURISTICOS
1371;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8211300;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE
724;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS
753;47;Varejo;COMÉRCIO VAREJISTA;4744005;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS
4788;88;Serviços de Saúde;SERVIÇOS DE ASSISTÊNCIA SOCIAL SEM ALOJAMENTO;8800600;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE
2817;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8129000;ATIVIDADES DE CONDICIONAMENTO FISICO
754;47;Varejo;COMÉRCIO VAREJISTA;4789005;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
755;47;Varejo;COMÉRCIO VAREJISTA;4755503;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS
3190;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8650005;ATIVIDADES DE PSICOLOGIA E PSICANALISE
756;47;Varejo;COMÉRCIO VAREJISTA;4713001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
3881;85;Serviços de Educação;EDUCAÇÃO;8599699;PENSOES ALOJAMENTO
757;47;Varejo;COMÉRCIO VAREJISTA;4763602;LOJAS DE DEPARTAMENTOS OU MAGAZINES
4179;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5211701;ATIVIDADES DE AGENCIAMENTO MARITIMO
1640;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520001;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES
4146;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5212500;CABELEIREIROS, MANICURE E PEDICURE
4403;53;Transporte;CORREIO E OUTRAS ATIVIDADES DE ENTREGA;5320202;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
3423;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6821801;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, MUNICIPAL
1472;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9602501;CABELEIREIROS, MANICURE E PEDICURE
256;47;Varejo;COMÉRCIO VAREJISTA;4759899;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
2024;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4672900;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
1469;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230001;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
474;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
3301;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7739099;ALUGUEL DE PALCOS, COBERTURAS E OUTRAS ESTRUTURAS DE USO TEMPORARIO, EXCETO ANDAIMES
1992;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4617600;COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIOS EM GERAL
1301;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319001;CONSULTORIA EM PUBLICIDADE
1730;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520004;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
1739;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520002;EXPLORACAO DE JOGOS DE SINUCA, BILHAR E SIMILARES
3649;49;Transporte;TRANSPORTE TERRESTRE;4930202;ALUGUEL DE MAQUINAS E EQUIPAMENTOS PARA CONSTRUCAO SEM OPERADOR, EXCETO ANDAIMES
1338;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7319002;ATIVIDADES DE TELEATENDIMENTO
3199;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8660700;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE
2546;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
1652;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4512901;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
3539;31;Bens de Consumo;FABRICAÇÃO DE MÓVEIS;3101200;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
759;47;Varejo;COMÉRCIO VAREJISTA;4744004;COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL
2285;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9499500;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO
1644;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520002;SERVICOS DE ALINHAMENTO E BALANCEAMENTO DE VEICULOS AUTOMOTORES
2679;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490199;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE
3445;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6822600;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS
465;47;Varejo;COMÉRCIO VAREJISTA;4784900;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS
3430;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6821801;LOTEAMENTO DE IMOVEIS PROPRIOS
469;47;Varejo;COMÉRCIO VAREJISTA;4711302;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP
2630;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399103;CONSTRUCAO DE EDIFICIOS
760;47;Varejo;COMÉRCIO VAREJISTA;4772500;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
3202;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8630503;SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO
761;47;Varejo;COMÉRCIO VAREJISTA;4761003;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO
4270;65;Bens de Capital;SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;6511101;SOCIEDADE SEGURADORA DE SEGUROS VIDA
2532;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
3426;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6821802;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
762;47;Varejo;COMÉRCIO VAREJISTA;4761002;COMERCIO VAREJISTA DE JORNAIS E REVISTAS
4719;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2219600;COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS
2375;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4299599;CONSTRUCAO DE EDIFICIOS
2101;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4682600;COMERCIO ATACADISTA DE GAS LIQUEFEITO DE PETROLEO GLP
3789;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5620104;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
1780;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4687703;COMERCIO ATACADISTA DE RESIDUOS E SUCATAS NAOMETALICOS, EXCETO DE PAPEL E PAPELAO
3206;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8610102;ATIVIDADE MEDICA AMBULATORIAL COM RECURSOS PARA REALIZACAO DE EXAMES COMPLEMENTARES
763;47;Varejo;COMÉRCIO VAREJISTA;4744005;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO
2864;61;Telecom;TELECOMUNICAÇÕES;6110899;OUTRAS ATIVIDADES DE PRESTACAO DE SERVICOS DE INFORMACAO NAO ESPECIFICADAS ANTERIORMENTE
220;47;Varejo;COMÉRCIO VAREJISTA;4729601;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
4275;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4110700;ALUGUEL DE IMOVEIS PROPRIOS
3724;63;Indústria Digital;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO;6319400;LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES
2841;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8130300;SERVICOS ESPECIALIZADOS PARA CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
2990;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0134200;CRIACAO DE BOVINOS PARA LEITE
3908;85;Serviços de Educação;EDUCAÇÃO;8599604;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE
4228;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3220500;FABRICACAO DE INSTRUMENTOS MUSICAIS, PECAS E ACESSORIOS
522;47;Varejo;COMÉRCIO VAREJISTA;4755503;COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES
519;47;Varejo;COMÉRCIO VAREJISTA;4721104;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO
2534;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330401;COMPRA E VENDA DE IMOVEIS PROPRIOS
254;47;Varejo;COMÉRCIO VAREJISTA;4785701;COMERCIO VAREJISTA DE ANTIGUIDADES
2245;64;Bens de Capital;ATIVIDADES DE SERVIÇOS FINANCEIROS;6462000;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, COM ITINERARIO FIXO, MUNICIPAL
2377;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4299501;FABRICACAO DE ESTRUTURAS PREMOLDADAS DE CONCRETO ARMADO, EM SERIE E SOB ENCOMENDA
4060;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3314702;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS
2529;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399101;OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS
4124;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3314706;MANUTENCAO E REPARACAO DE MAQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALACOES TERMICAS
3879;85;Serviços de Educação;EDUCAÇÃO;8591100;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA
4216;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3250706;COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS
3992;15;Bens de Consumo;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;1510600;CURTIMENTO E OUTRAS PREPARACOES DE COURO
764;47;Varejo;COMÉRCIO VAREJISTA;4789001;COMERCIO VAREJISTA DE LIVROS
2008;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4635403;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
3811;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5620101;SERVICOS AMBULANTES DE ALIMENTACAO
3427;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6810202;FABRICACAO DE CALCADOS DE COURO
3442;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6821801;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
765;47;Varejo;COMÉRCIO VAREJISTA;4761001;ATIVIDADES DE PRODUCAO CINEMATOGRAFICA, DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE
2994;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;CULTIVO DE FEIJAO
2960;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0113000;CRIACAO DE BOVINOS PARA CORTE
1358;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7311400;PRODUCAO DE FILMES PARA PUBLICIDADE
1045;47;Varejo;COMÉRCIO VAREJISTA;4713002;COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA
232;47;Varejo;COMÉRCIO VAREJISTA;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
766;47;Varejo;COMÉRCIO VAREJISTA;4757100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
2700;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490104;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
2346;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4211101;COMERCIO VAREJISTA DE CAL, AREIA, PEDRA BRITADA, TIJOLOS E TELHAS
4186;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5240199;AGENCIAS DE VIAGENS
2183;14;Bens de Consumo;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;1421500;FABRICACAO DE MEIAS
3432;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6822600;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
121;47;Varejo;COMÉRCIO VAREJISTA;4729699;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
2013;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4623106;COMERCIO ATACADISTA DE CEREAIS E LEGUMINOSAS BENEFICIADOS
2656;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
3698;66;Bens de Capital;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;6630400;COMPRA E VENDA DE IMOVEIS PROPRIOS
2685;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490104;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
2023;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4641903;COMERCIO POR ATACADO DE AUTOMOVEIS, CAMIONETAS E UTILITARIOS NOVOS E USADOS
1367;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230001;TRANSPORTE RODOVIARIO DE CARGA, EXCETO PRODUTOS PERIGOSOS E MUDANCAS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
1908;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4634602;COMERCIO ATACADISTA DE AVES ABATIDAS E DERIVADOS
3011;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0115600;CULTIVO DE MILHO
2648;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329105;OBRAS DE ALVENARIA
2425;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399103;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
4714;22;Química-Petroquímica;FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO;2219600;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS
1439;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8219901;IMPRESSAO DE MATERIAL PARA OUTROS USOS
1382;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8220200;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, SEM PREDOMINANCIA DE ALIMENTOS OU DE INSUMOS AGROPECUARIOS
4206;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3212400;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES
4416;25;Siderúrgica-Metalurgia;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;2532201;FABRICACAO DE ESQUADRIAS DE METAL
248;47;Varejo;COMÉRCIO VAREJISTA;4722901;PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA
4196;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3220500;COMERCIO VAREJISTA DE MOVEIS
502;47;Varejo;COMÉRCIO VAREJISTA;4759899;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
2414;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399101;OBRAS DE TERRAPLENAGEM
768;47;Varejo;COMÉRCIO VAREJISTA;4721102;OBRAS DE ALVENARIA
1436;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230001;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
2706;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7420001;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS
2367;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4211101;COMERCIO A VAREJO DE PECAS E ACESSORIOS NOVOS PARA VEICULOS AUTOMOTORES
769;47;Varejo;COMÉRCIO VAREJISTA;4712100;CONSTRUCAO DE EDIFICIOS
4205;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299003;FABRICACAO DE PAINEIS E LETREIROS LUMINOSOS
4199;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3220500;ALUGUEL DE EQUIPAMENTOS RECREATIVOS E ESPORTIVOS
3461;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6810202;CRIACAO DE BOVINOS PARA CORTE
885;47;Varejo;COMÉRCIO VAREJISTA;4789002;ATIVIDADES PAISAGISTICAS
3402;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7739099;ALUGUEL DE OUTROS OBJETOS PESSOAIS E DOMESTICOS NAO ESPECIFICADOS ANTERIORMENTE
2991;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0161001;ATIVIDADES DE APOIO A AGRICULTURA NAO ESPECIFICADAS ANTERIORMENTE
201;47;Varejo;COMÉRCIO VAREJISTA;4789001;CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA
2981;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0152103;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE
770;47;Varejo;COMÉRCIO VAREJISTA;4752100;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO
3511;62;Indústria Digital;ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO;6204000;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
771;47;Varejo;COMÉRCIO VAREJISTA;4789099;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO
1761;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4645101;COMERCIO ATACADISTA DE PRODUTOS ODONTOLOGICOS
