sk_ramo_atividade;cd_cnae;de_ramo;de_divisao;cd_atividade;de_atividade
2554;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4322301;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
2465;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330404;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA
1722;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520002;SERVICOS DE INSTALACAO, MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES
4731;28;Siderúrgica-Metalurgia;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2840200;FABRICACAO DE MAQUINASFERRAMENTA, PECAS E ACESSORIOS
1046;47;Varejo;COMÉRCIO VAREJISTA;4723700;FABRICACAO DE ALIMENTOS E PRATOS PRONTOS
2745;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0220906;ATIVIDADES DE APOIO A PECUARIA NAO ESPECIFICADAS ANTERIORMENTE
2516;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330401;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
4494;55;Serviços de Alojamento/Alimentação;ALOJAMENTO;5510801;HOTEIS
2861;61;Telecom;TELECOMUNICAÇÕES;6110803;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
2477;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
4519;90;Serviços Diversos;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;9001902;ENSINO DE MUSICA
144;47;Varejo;COMÉRCIO VAREJISTA;4761003;LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES
4297;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4120400;FABRICACAO DE ARTEFATOS DE CIMENTO PARA USO NA CONSTRUCAO
2775;78;Serviços Administrativos;SELEÇÃO, AGENCIAMENTO E LOCAÇÃO DE MÃO-DE-OBRA;7820500;PERFURACAO E CONSTRUCAO DE POCOS DE AGUA
1047;47;Varejo;COMÉRCIO VAREJISTA;4789005;INSTALACOES HIDRAULICAS, SANITARIAS E DE GAS
4727;28;Siderúrgica-Metalurgia;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2829199;FABRICACAO DE BICICLETAS E TRICICLOS NAOMOTORIZADOS, PECAS E ACESSORIOS
2388;42;Indústria da Construção;OBRAS DE INFRA-ESTRUTURA;4212000;CONSTRUCAO DE RODOVIAS E FERROVIAS
1366;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299707;SALAS DE ACESSO A INTERNET
4174;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5250802;AGENCIAS DE VIAGENS
1686;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520003;COMERCIO VAREJISTA DE MATERIAL ELETRICO
2505;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4329199;OUTRAS OBRAS DE ACABAMENTO DA CONSTRUCAO
1048;47;Varejo;COMÉRCIO VAREJISTA;4781400;OUTROS SERVICOS DE ACABAMENTO EM FIOS, TECIDOS, ARTEFATOS TEXTEIS E PECAS DO VESTUARIO
2798;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8130300;CULTIVO DE FLORES E PLANTAS ORNAMENTAIS
1049;47;Varejo;COMÉRCIO VAREJISTA;4772500;ALUGUEL DE MOVEIS, UTENSILIOS E APARELHOS DE USO DOMESTICO E PESSOAL, INSTRUMENTOS MUSICAIS
4737;28;Siderúrgica-Metalurgia;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;2833000;FABRICACAO DE EQUIPAMENTOS PARA IRRIGACAO AGRICOLA, PECAS E ACESSORIOS
1050;47;Varejo;COMÉRCIO VAREJISTA;4759899;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
1295;47;Varejo;COMÉRCIO VAREJISTA;4781400;FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES
2891;95;Serviços Profissionais e Técnicos;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;9529199;SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO
1051;47;Varejo;COMÉRCIO VAREJISTA;4743100;INSTALACAO DE PORTAS, JANELAS, TETOS, DIVISORIAS E ARMARIOS EMBUTIDOS DE QUALQUER MATERIAL
2800;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8130300;FABRICACAO DE OUTROS ARTIGOS DE CARPINTARIA PARA CONSTRUCAO
1659;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530703;CABELEIREIROS, MANICURE E PEDICURE
1723;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520007;SERVICOS DE LAVAGEM, LUBRIFICACAO E POLIMENTO DE VEICULOS AUTOMOTORES
2795;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8121400;SERVICOS COMBINADOS PARA APOIO A EDIFICIOS, EXCETO CONDOMINIOS PREDIAIS
1052;47;Varejo;COMÉRCIO VAREJISTA;4729699;CANTINAS  SERVICOS DE ALIMENTACAO PRIVATIVOS
2737;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0210107;CULTIVO DE ESPECIES MADEIREIRAS, EXCETO EUCALIPTO, ACACIANEGRA, PINUS E TECA
2508;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO
4772;72;Serviços Profissionais e Técnicos;PESQUISA E DESENVOLVIMENTO CIENTÍFICO;7220700;ATIVIDADES DE APOIO A EDUCACAO, EXCETO CAIXAS ESCOLARES
1564;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520006;COMERCIO A VAREJO DE PNEUMATICOS E CAMARASDEAR
1053;47;Varejo;COMÉRCIO VAREJISTA;4781400;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
2698;74;Serviços Profissionais e Técnicos;OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS;7490104;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
4300;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4110700;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS
3824;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5612100;SERVICOS DE ENTREGA RAPIDA
1054;47;Varejo;COMÉRCIO VAREJISTA;4744001;SERVICOS DE TRATAMENTO E REVESTIMENTO EM METAIS
4796;75;Serviços Profissionais e Técnicos;ATIVIDADES VETERINÁRIAS;7500100;ATIVIDADES VETERINARIAS
2727;2;Produtos de Agropecuária;PRODUÇÃO FLORESTAL;0220903;CULTIVO DE CANADEACUCAR
458;47;Varejo;COMÉRCIO VAREJISTA;4752100;COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO
151;47;Varejo;COMÉRCIO VAREJISTA;4771704;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS
4723;26;Eletroeletrônicos;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;2622100;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
4307;41;Indústria da Construção;CONSTRUÇÃO DE EDIFÍCIOS;4110700;HOLDINGS DE INSTITUICOES NAOFINANCEIRAS
2815;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8130300;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
3364;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7740300;GESTAO DE ATIVOS INTANGIVEIS NAOFINANCEIROS
1427;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8219901;SERVICOS DE ACABAMENTOS GRAFICOS, EXCETO ENCADERNACAO E PLASTIFICACAO
3856;85;Serviços de Educação;EDUCAÇÃO;8599699;ATIVIDADES DE PRATICAS INTEGRATIVAS E COMPLEMENTARES EM SAUDE HUMANA
1056;47;Varejo;COMÉRCIO VAREJISTA;4781400;COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS
1933;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4619200;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO
1977;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4637199;COMERCIO ATACADISTA DE MATERIAL ELETRICO
1348;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7312200;OUTRAS SOCIEDADES DE PARTICIPACAO, EXCETO HOLDINGS
1595;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520001;SERVICOS DE USINAGEM, TORNEARIA E SOLDA
1437;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8299799;TRATAMENTO DE DADOS, PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET
4209;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299001;FABRICACAO DE OUTRAS MAQUINAS E EQUIPAMENTOS DE USO GERAL NAO ESPECIFICADOS ANTERIORMENTE, PECAS E ACESSORIOS
4195;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299099;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA, EXCETO MOVEIS
3791;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5611201;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
1662;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4520007;SERVICOS DE MANUTENCAO E REPARACAO MECANICA DE VEICULOS AUTOMOTORES
2537;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;COMERCIO ATACADISTA DE EQUIPAMENTOS ELETRICOS DE USO PESSOAL E DOMESTICO
162;47;Varejo;COMÉRCIO VAREJISTA;4744003;COMERCIO VAREJISTA DE MATERIAL ELETRICO
1057;47;Varejo;COMÉRCIO VAREJISTA;4712100;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL
961;47;Varejo;COMÉRCIO VAREJISTA;4751200;INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO
160;47;Varejo;COMÉRCIO VAREJISTA;4741500;COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA
3024;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;ALUGUEL DE IMOVEIS PROPRIOS
649;47;Varejo;COMÉRCIO VAREJISTA;4744099;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS
1895;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4652400;COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA
3601;49;Transporte;TRANSPORTE TERRESTRE;4929902;SERVICO DE TRANSPORTE DE PASSAGEIROS  LOCACAO DE AUTOMOVEIS COM MOTORISTA
3360;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7739003;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, MUNICIPAL
2787;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8130300;COMERCIO ATACADISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE INSUMOS AGROPECUARIOS
2839;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8129000;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL
976;47;Varejo;COMÉRCIO VAREJISTA;4761003;COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE
2296;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9493600;PRODUCAO E PROMOCAO DE EVENTOS ESPORTIVOS
3004;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;CULTIVO DE EUCALIPTO
1058;47;Varejo;COMÉRCIO VAREJISTA;4759899;COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS
331;47;Varejo;COMÉRCIO VAREJISTA;4755502;COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO
4117;33;Serviços Diversos;MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTO;3314702;COLETA DE RESIDUOS NAOPERIGOSOS
1059;47;Varejo;COMÉRCIO VAREJISTA;4789099;CONSTRUCAO DE INSTALACOES ESPORTIVAS E RECREATIVAS
3734;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5620102;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
1060;47;Varejo;COMÉRCIO VAREJISTA;4744001;COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO
1661;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530705;COMERCIO VAREJISTA DE COMBUSTIVEIS PARA VEICULOS AUTOMOTORES
747;47;Varejo;COMÉRCIO VAREJISTA;4754701;SERVICOS DE MONTAGEM DE MOVEIS DE QUALQUER MATERIAL
4244;35;Energia;ELETRICIDADE, GÁS E OUTRAS UTILIDADES;3514000;TRANSMISSAO DE ENERGIA ELETRICA
1061;47;Varejo;COMÉRCIO VAREJISTA;4759801;COMERCIO VAREJISTA DE MADEIRA E ARTEFATOS
1664;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4511101;RECONDICIONAMENTO E RECUPERACAO DE MOTORES PARA VEICULOS AUTOMOTORES
1062;47;Varejo;COMÉRCIO VAREJISTA;4755503;FABRICACAO DE ARTEFATOS TEXTEIS PARA USO DOMESTICO
1063;47;Varejo;COMÉRCIO VAREJISTA;4744002;COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS
1064;47;Varejo;COMÉRCIO VAREJISTA;4783101;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE COMBUSTIVEIS, MINERAIS, PRODUTOS SIDERURGICOS E QUIMICOS
1065;47;Varejo;COMÉRCIO VAREJISTA;4781400;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE PRODUTOS ALIMENTICIOS, BEBIDAS E FUMO
955;47;Varejo;COMÉRCIO VAREJISTA;4744099;OBRAS DE TERRAPLENAGEM
2651;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4399103;TRATAMENTOS TERMICOS, ACUSTICOS OU DE VIBRACAO
3784;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5611202;FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS
1066;47;Varejo;COMÉRCIO VAREJISTA;4744006;COMERCIO VAREJISTA DE PEDRAS PARA REVESTIMENTO
184;47;Varejo;COMÉRCIO VAREJISTA;4783102;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA
2115;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9311500;ENSINO DE ESPORTES
2122;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9329804;PARQUES DE DIVERSAO E PARQUES TEMATICOS
2108;93;Serviços Diversos;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER;9329899;OUTRAS ATIVIDADES DE RECREACAO E LAZER NAO ESPECIFICADAS ANTERIORMENTE
1067;47;Varejo;COMÉRCIO VAREJISTA;4744099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
1770;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4686902;FABRICACAO DE SUCOS CONCENTRADOS DE FRUTAS, HORTALICAS E LEGUMES
1308;73;Serviços Profissionais e Técnicos;PUBLICIDADE E PESQUISA DE MERCADO;7312200;AGENCIAS DE PUBLICIDADE
1068;47;Varejo;COMÉRCIO VAREJISTA;4744005;IMPERMEABILIZACAO EM OBRAS DE ENGENHARIA CIVIL
4233;32;Diversos;FABRICAÇÃO DE PRODUTOS DIVERSOS;3299003;AGENCIAMENTO DE ESPACOS PARA PUBLICIDADE, EXCETO EM VEICULOS DE COMUNICACAO
3389;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7711000;ALUGUEL DE OUTRAS MAQUINAS E EQUIPAMENTOS COMERCIAIS E INDUSTRIAIS NAO ESPECIFICADOS ANTERIORMENTE, SEM OPERADOR
4721;26;Eletroeletrônicos;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;2610800;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
1362;82;Serviços Administrativos;SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS;8230001;SERVICOS DE ORGANIZACAO DE FEIRAS, CONGRESSOS, EXPOSICOES E FESTAS
2541;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4322302;INSTALACAO DE MAQUINAS E EQUIPAMENTOS INDUSTRIAIS
3603;49;Transporte;TRANSPORTE TERRESTRE;4923002;ORGANIZACAO DE EXCURSOES EM VEICULOS RODOVIARIOS PROPRIOS, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
4720;26;Eletroeletrônicos;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;2622100;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
2535;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4321500;COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO
4030;16;Bens de Consumo;FABRICAÇÃO DE PRODUTOS DE MADEIRA;1629301;FABRICACAO DE ARTEFATOS DE TANOARIA E DE EMBALAGENS DE MADEIRA
425;47;Varejo;COMÉRCIO VAREJISTA;4721103;COMERCIO VAREJISTA DE LATICINIOS E FRIOS
4185;52;Transporte;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES;5250805;TRANSPORTE RODOVIARIO DE PRODUTOS PERIGOSOS
3481;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7119701;OBRAS DE ALVENARIA
1069;47;Varejo;COMÉRCIO VAREJISTA;4722902;COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE
4608;9;Mineração;ATIVIDADES DE APOIO À EXTRAÇÃO DE MINERAIS;0990403;EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO
3494;71;Serviços Profissionais e Técnicos;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS";7120100;FABRICACAO DE EMBALAGENS DE MATERIAL PLASTICO
1070;47;Varejo;COMÉRCIO VAREJISTA;4751200;ALUGUEL DE FITAS DE VIDEO, DVDS E SIMILARES
1854;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4623109;COMERCIO VAREJISTA DE MEDICAMENTOS VETERINARIOS
3324;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7733100;DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA
2790;81;Serviços Administrativos;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS;8129000;ATIVIDADES DE TELEATENDIMENTO
3407;68;Serviços Administrativos;ATIVIDADES IMOBILIÁRIAS;6810201;INCORPORACAO DE EMPREENDIMENTOS IMOBILIARIOS
3323;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7729201;ALUGUEL DE APARELHOS DE JOGOS ELETRONICOS
2484;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330403;COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO NAO ESPECIFICADOS ANTERIORMENTE
2394;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4330405;APLICACAO DE REVESTIMENTOS E DE RESINAS EM INTERIORES E EXTERIORES
2299;94;Serviços Diversos;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS;9492800;PESQUISA E DESENVOLVIMENTO EXPERIMENTAL EM CIENCIAS SOCIAIS E HUMANAS
3280;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7729299;SERVICOS DE ALIMENTACAO PARA EVENTOS E RECEPCOES  BUFE
1071;47;Varejo;COMÉRCIO VAREJISTA;4729699;FABRICACAO DE GELO COMUM
2871;95;Serviços Profissionais e Técnicos;REPARAÇÃO E MANUTENÇÃO DE EQUIPAMENTOS DE INFORMÁTICA E COMUNICAÇÃO E DE OBJETOS PESSOAIS E DOMÉSTICOS;9512600;REPARACAO E MANUTENCAO DE EQUIPAMENTOS DE COMUNICACAO
3142;86;Serviços de Saúde;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA;8650099;ATIVIDADES DE APOIO A GESTAO DE SAUDE
3320;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7711000;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS, SOB REGIME DE FRETAMENTO, INTERMUNICIPAL, INTERESTADUAL E INTERNACIONAL
673;47;Varejo;COMÉRCIO VAREJISTA;4762800;COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA
1724;45;Varejo;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4530701;COMERCIO ATACADISTA DE FERRAGENS E FERRAMENTAS
4570;18;Papel e Celulose;IMPRESSÃO E REPRODUÇÃO DE GRAVAÇÕES;1813099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE
3825;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5611203;PENSOES ALOJAMENTO
3883;85;Serviços de Educação;EDUCAÇÃO;8550302;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDENCIA COMPLEMENTAR E DE SAUDE
977;47;Varejo;COMÉRCIO VAREJISTA;4772500;ALUGUEL DE OBJETOS DO VESTUARIO, JOIAS E ACESSORIOS
2037;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4623103;COMPRA E VENDA DE IMOVEIS PROPRIOS
1072;47;Varejo;COMÉRCIO VAREJISTA;4751200;COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS
3817;56;Serviços de Alojamento/Alimentação;ALIMENTAÇÃO;5620103;TABACARIA
3321;77;Serviços Administrativos;ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS;7729202;CABELEIREIROS, MANICURE E PEDICURE
1485;96;Serviços Diversos;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS;9602501;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE
3696;66;Bens de Capital;ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE;6613400;SUPORTE TECNICO, MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO
1976;46;Atacado;COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS;4619200;ATIVIDADES DE INTERMEDIACAO E AGENCIAMENTO DE SERVICOS E NEGOCIOS EM GERAL, EXCETO IMOBILIARIOS
2481;43;Indústria da Construção;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO;4322301;MANUTENCAO E REPARACAO DE APARELHOS E INSTRUMENTOS DE MEDIDA, TESTE E CONTROLE
2982;1;Produtos de Agropecuária;AGRICULTURA, PECUÁRIA E SERVIÇOS RELACIONADOS;0151201;COMERCIO ATACADISTA DE ANIMAIS VIVOS
